"","study_1","study_2","study_3","study_4"
"USP27X-DT",1,0,0,0
"CEP250",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CLOCK",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NOL11",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TMC3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC105379283",1,0,0,0
"LOC105372421",1,0,0,0
"MESD",0.53961814226692,0.487388851657797,0.686486975707545,0
"KIAA1549",0.53961814226692,0.487388851657797,0.686486975707545,0
"HTRA1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MTHFD2P1",1,0,0,0
"PLPP3",0.53961814226692,0.487388851657797,0.686486975707545,0
"PINX1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PHOSPHO2-KLHL23",1,0,0,0
"KLHL23",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NDUFV3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PMPCB",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PPIL4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SNORA59B",0.589094188963293,0,0,0.808064376476083
"SPSB1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CD300LG",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CHCHD5",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MACROH2A1",1,0,0,0
"ETV5",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GRWD1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"DEF6",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TIGD3",0.589094188963293,0,0,0.808064376476083
"RPS26",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CAMTA1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CCZ1B",0.53961814226692,0.487388851657797,0.686486975707545,0
"VWA7",0.53961814226692,0.487388851657797,0.686486975707545,0
"MCRS1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GMIP",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"IRAK1BP1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"COL16A1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"WASF3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PRDX5",0.53961814226692,0.487388851657797,0.686486975707545,0
"BPHL",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PARP16",0.53961814226692,0.487388851657797,0.686486975707545,0
"BLOC1S1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ADCY3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LRRC39",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZNF705D",0.617988307121335,0,0.786187288285245,0
"TTF1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CCT2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NSMCE2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LMBRD2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MMAA",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ACP2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"DLST",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PLA2R1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"112268259",1,0,0,0
"DNMT3A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RRP8",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MANEAL",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"UQCRHL",0.53961814226692,0.487388851657797,0.686486975707545,0
"NUDT19",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PDE5A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SLC7A3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CCDC22",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"107984473",1,0,0,0
"TNMD",0.53961814226692,0.487388851657797,0.686486975707545,0
"TMEM234",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LINC00858",1,0,0,0
"CENPP",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CPZ",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"FMO3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RPAIN",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZNF74",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"AFG3L2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TTTY6",0.589094188963293,0,0,0.808064376476083
"ODR4",0.53961814226692,0.487388851657797,0.686486975707545,0
"NPL",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TMEM243",0.53961814226692,0.487388851657797,0.686486975707545,0
"C1orf43",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SP3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TRIM46",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"STAG3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TSPAN5",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RDH14",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TASL",1,0,0,0
"WDR59",0.53961814226692,0.487388851657797,0.686486975707545,0
"MCUB",0.53961814226692,0.487388851657797,0.686486975707545,0
"112268128",1,0,0,0
"CD300LD-AS1",1,0,0,0
"YEATS2-AS1",1,0,0,0
"UBE2F",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RANBP9",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"FGF2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"XPNPEP3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ANTKMT",1,0,0,0
"LNP1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MPO",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC105369293",1,0,0,0
"RPL7A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"AKAP10",0.53961814226692,0.487388851657797,0.686486975707545,0
"TBCEL",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"OR2H1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"APLNR",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SUOX",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ADSS2",1,0,0,0
"CCZ1P-OR7E38P",1,0,0,0
"NPEPPSP1",1,0,0,0
"ZNF195",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"EIF3J",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC105372994",1,0,0,0
"ERCC6L2-AS1",1,0,0,0
"RSL1D1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TUBD1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CARMIL3",0.53961814226692,0.487388851657797,0.686486975707545,0
"ARHGAP21",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZNF25",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZFAND1",0.53961814226692,0.487388851657797,0.686486975707545,0
"NPAT",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MAK16",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PRELID1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PPFIA1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SOD3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"VAMP8",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"FPGS",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"POLR3A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"COL6A2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"STAMBP",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"WDR11-DT",1,0,0,0
"TAF2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TOMM70",0.53961814226692,0.487388851657797,0.686486975707545,0
"HAGH",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CPA5",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TTTY6B",1,0,0,0
"HS2ST1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC105373796",1,0,0,0
"TAS2R19",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"HIP1R",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZNF345",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NDUFAF5",0.53961814226692,0.487388851657797,0.686486975707545,0
"PAN2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PHB1",1,0,0,0
"ADAM19",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LINC01531",1,0,0,0
"CHORDC1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ALKBH3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SNX11",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RPS12",0.53961814226692,0.487388851657797,0.686486975707545,0
"RNASET2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LIPN",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PIBF1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"DNAJC6",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CSRP2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SLC25A34",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZNF816",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"BCAP31",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SNORA41",1,0,0,0
"EED",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"KNCN",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CRYL1",0.53961814226692,0.487388851657797,0.686486975707545,0
"C14orf28",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"107986862",1,0,0,0
"RERG",0.53961814226692,0.487388851657797,0.686486975707545,0
"INSR",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MEIS1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CCDC121",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TSSK4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"POTEF",0.471404520791032,0,0.599707531057446,0.646628683999372
"PLA2G10",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"HDAC1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SDHAP1",1,0,0,0
"SNORA5A",1,0,0,0
"RPS6KB1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"C8orf82",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PPP1CB",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MYL6",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PPP2R5D",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"101929165",1,0,0,0
"CMC2",0.53961814226692,0.487388851657797,0.686486975707545,0
"LINC00486",0.589094188963293,0,0,0.808064376476083
"RTTN",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CXCL8",0.53961814226692,0.487388851657797,0.686486975707545,0
"LGALS3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PRPF8",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"DKC1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"DLX4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"KCNN3",0.53961814226692,0.487388851657797,0.686486975707545,0
"GPATCH3",0.53961814226692,0.487388851657797,0.686486975707545,0
"LINC00342",1,0,0,0
"LOC105371942",1,0,0,0
"FGF5",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SDHAP2",1,0,0,0
"SHROOM3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"VSX2",0.589094188963293,0,0,0.808064376476083
"SNHG12",0.589094188963293,0,0,0.808064376476083
"TEX22",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MRPL52",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"QARS1",1,0,0,0
"LAMB4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZFAND6",0.53961814226692,0.487388851657797,0.686486975707545,0
"PDCD10",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"OCLNP1",1,0,0,0
"ABCF2-H2BK1",1,0,0,0
"NRSN2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"DNHD1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"FOXC1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MIR6516",1,0,0,0
"FPR2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"YWHAEP7",1,0,0,0
"VIPR2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ADCY6",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TMEM237",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MRPL44",0.589094188963293,0,0,0.808064376476083
"SCARNA16",1,0,0,0
"RNF187",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RPS2P32",0.589094188963293,0,0,0.808064376476083
"PRIM1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ATXN7L3B",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"C8orf88",1,0,0,0
"ZNF816-ZNF321P",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SLC25A44",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MTRF1L",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"DENND6A-DT",1,0,0,0
"TBC1D3E",0.53961814226692,0.487388851657797,0.686486975707545,0
"RNPEPL1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"FMNL3",0.53961814226692,0.487388851657797,0.686486975707545,0
"AUH",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GGTLC2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"YIPF4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TBC1D23",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"H3C10",1,0,0,0
"C19orf25",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ADRB1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"FGFBP3",0.53961814226692,0.487388851657797,0.686486975707545,0
"ESPN",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"C18orf61",1,0,0,0
"CISD2",0.53961814226692,0.487388851657797,0.686486975707545,0
"UMPS",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZC3H11A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"107986485",1,0,0,0
"CLDN8",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NUP153",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZNF594",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RBBP9",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TDRKH-AS1",1,0,0,0
"PSD4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"FASTK",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RNU1-4",1,0,0,0
"PDXP",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SLC12A2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"C11orf86",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GOPC",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"IMP4",0.53961814226692,0.487388851657797,0.686486975707545,0
"SENP5",0.53961814226692,0.487388851657797,0.686486975707545,0
"TRIAP1",0.53961814226692,0.487388851657797,0.686486975707545,0
"KCNT2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"STXBP1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MDH2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SLC16A12",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GPX1",0.589094188963293,0,0,0.808064376476083
"SRM",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"C19orf53",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SCARNA9L",0.589094188963293,0,0,0.808064376476083
"LNCOC1",1,0,0,0
"ARHGEF35-AS1",1,0,0,0
"PRSS38",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MRM3",0.53961814226692,0.487388851657797,0.686486975707545,0
"ADCY10",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"UQCC2",0.53961814226692,0.487388851657797,0.686486975707545,0
"ZNF669",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ABCF2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RANBP3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PHF10",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TFE3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"OTUD1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"DCSTAMP",0.53961814226692,0.487388851657797,0.686486975707545,0
"CEP192P1",1,0,0,0
"SQSTM1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GLT6D1",0.589094188963293,0,0,0.808064376476083
"TYW1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC339666",1,0,0,0
"TLN1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ELP4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"EIF5A2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MYL7",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ADA",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ELOB",0.53961814226692,0.487388851657797,0.686486975707545,0
"CRYZL1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"AP3S2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TCL1A",0.589094188963293,0,0,0.808064376476083
"APOA5",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZNF506",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PRH1-TAS2R14",1,0,0,0
"TAS2R14",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"YTHDC1",0.53961814226692,0.487388851657797,0.686486975707545,0
"RPL14",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"IDH3A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ADAM8",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RELCH",0.53961814226692,0.487388851657797,0.686486975707545,0
"ATXN10",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PHF23",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"VPS26C",0.53961814226692,0.487388851657797,0.686486975707545,0
"GNA13",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TESK1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"VIPR1-AS1",1,0,0,0
"ELMO1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PGA3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC105375120",1,0,0,0
"HELB",0.53961814226692,0.487388851657797,0.686486975707545,0
"RHO",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MBD1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SRP19",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CCDC71L",0.53961814226692,0.487388851657797,0.686486975707545,0
"NAGK",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ADAMTS7",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"EHBP1L1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GYS1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CSF1R",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TLE2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"UBE2D1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CLEC4D",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GTF2H2B",1,0,0,0
"DENND3-AS1",1,0,0,0
"TRIML1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"FAM156B",1,0,0,0
"SNORA64",1,0,0,0
"GPR83",1,0,0,0
"OSGEPL1-AS1",1,0,0,0
"KCTD19",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC105373905",1,0,0,0
"SSX8P",1,0,0,0
"ZDHHC11",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ALOX15B",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TUBE1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SPAG5",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RNF130",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RPL18",0.53961814226692,0.487388851657797,0.686486975707545,0
"LINC02666",1,0,0,0
"CUL4A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MRPS6",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TBCK",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NRARP",0.589094188963293,0,0,0.808064376476083
"SRY",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"BMPR1A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"DBF4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GTF2IRD1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SNORA27",1,0,0,0
"ZNF600",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZDHHC17",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"FBXL12",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ISOC1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SLC48A1",0.53961814226692,0.487388851657797,0.686486975707545,0
"TAS2R50",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ATXN2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TOMM40",0.589094188963293,0,0,0.808064376476083
"LOXL3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RASGRP3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ANAPC16",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MTFR1",0.53961814226692,0.487388851657797,0.686486975707545,0
"105375128",1,0,0,0
"LINC01761",1,0,0,0
"105378539",1,0,0,0
"ETFBKMT",0.53961814226692,0.487388851657797,0.686486975707545,0
"SLC50A1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GLE1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LNX2",0.589094188963293,0,0,0.808064376476083
"RUSC1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PTGES3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CCNB1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ADCYAP1R1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CCDC124",0.53961814226692,0.487388851657797,0.686486975707545,0
"MAFB",0.589094188963293,0,0,0.808064376476083
"ZNRF3-AS1",1,0,0,0
"ASB6",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ACTC1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"EHMT2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RPN1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PSMD13",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"H2BC6",1,0,0,0
"HMOX2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GABRE",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SCUBE3",0.589094188963293,0,0,0.808064376476083
"EXOC2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SPDL1",0.53961814226692,0.487388851657797,0.686486975707545,0
"TSPEAR-AS2",1,0,0,0
"ACSBG1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RSPRY1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"DACT1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZFAND2A",0.53961814226692,0.487388851657797,0.686486975707545,0
"NDC80",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"BECN1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SNX4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NUDT18",0.53961814226692,0.487388851657797,0.686486975707545,0
"ZNF789",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TM4SF19",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ABCA10",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TRA2B",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TMEM11",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SSX2B",0.53961814226692,0.487388851657797,0.686486975707545,0
"H4C16",1,0,0,0
"MIR646HG",1,0,0,0
"H2BC11",1,0,0,0
"SERPINE3",0.53961814226692,0.487388851657797,0.686486975707545,0
"PRAMEF9",1,0,0,0
"MXD3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MRPS16",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CENPB",0.589094188963293,0,0,0.808064376476083
"BRI3BP",0.589094188963293,0,0,0.808064376476083
"DOCK6",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SLX9",1,0,0,0
"LINC00869",1,0,0,0
"PARP11",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ELK3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZBTB8A",0.53961814226692,0.487388851657797,0.686486975707545,0
"RNU1-3",1,0,0,0
"EXOC4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NEURL1",0.53961814226692,0.487388851657797,0.686486975707545,0
"PITX2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NDUFS7",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"FGD6",0.53961814226692,0.487388851657797,0.686486975707545,0
"ZNF341",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"DCAF10",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NRBF2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SLC12A7",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PNN",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NOTCH3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"USP51",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PARVG",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MIAT",1,0,0,0
"AGO3",0.53961814226692,0.487388851657797,0.686486975707545,0
"TXNDC12",0.53961814226692,0.487388851657797,0.686486975707545,0
